CustomerID,Recency,Frequency,MonetaryValue,Cluster
14758.0,145,71,1484.06,low
14759.0,5,102,1625.97,medium
14760.0,295,7,53.8,low
14761.0,59,11,255.9,low
14762.0,264,21,300.52,low
14764.0,44,7,250.55,low
14765.0,30,39,254.11,medium
14766.0,9,129,2292.97,medium
14768.0,18,6,139.5,low
14769.0,3,1094,10641.6,high
14770.0,233,52,876.42,low
14772.0,113,9,139.26,low
14775.0,59,40,605.34,low
14776.0,52,134,2195.58,medium
14777.0,5,3,-17.45,low
14778.0,128,35,730.86,low
14779.0,281,41,386.15,low
14780.0,55,27,447.68,low
14782.0,320,6,200.1,low
14784.0,27,15,289.99,low
14785.0,11,3,77.4,low
14788.0,8,30,679.44,medium
14789.0,29,6,197.64,low
14790.0,17,46,745.06,medium
14792.0,64,4,0.0,low
14793.0,5,15,214.14,medium
14794.0,3,82,1272.11,medium
14795.0,167,6,131.45,low
14796.0,2,1114,7170.25,high
14798.0,53,12,173.74,low
14799.0,52,13,157.7,low
14800.0,48,341,3680.5,medium
14801.0,62,59,193.14,medium
14803.0,163,44,845.55,low
14804.0,9,12,353.27,medium
14805.0,16,47,554.65,medium
14806.0,76,11,193.39,low
14808.0,40,256,2175.37,medium
14810.0,41,232,1907.44,medium
14815.0,37,53,778.5,medium
14816.0,198,4,271.85,low
14817.0,201,63,1110.34,low
14818.0,74,48,657.8,low
14819.0,65,13,272.07,low
14820.0,22,29,507.29,medium
14823.0,181,70,321.43,low
14824.0,11,29,1127.71,medium
14825.0,4,111,2042.81,medium
14828.0,197,17,2139.76,low
14829.0,30,26,407.68,medium
14830.0,54,40,197.13,low
14834.0,18,70,1698.35,medium
14836.0,11,6,102.45,low
14837.0,90,110,1641.2,medium
14840.0,268,4,62.85,low
14841.0,54,138,3295.76,medium
14842.0,36,158,2456.8,medium
14844.0,64,130,3189.81,medium
14847.0,149,13,309.4,low
14849.0,22,375,7548.44,high
14850.0,312,21,325.75,low
14851.0,24,28,511.35,medium
14852.0,59,143,2836.69,medium
14853.0,9,10,463.05,medium
14854.0,79,131,2749.89,medium
14855.0,120,20,645.65,low
14856.0,37,66,1311.38,medium
14857.0,60,61,1165.65,medium
14859.0,13,59,1352.04,medium
14860.0,9,12,168.62,medium
14861.0,53,6,125.79,low
14862.0,26,48,841.2,medium
14863.0,30,11,266.76,low
14865.0,8,1,15.0,low
14866.0,11,102,14093.77,high
14867.0,186,36,710.28,low
14868.0,4,147,2939.64,medium
14869.0,4,72,721.95,medium
14870.0,262,13,327.25,low
14871.0,4,98,522.38,medium
14873.0,211,28,519.68,low
14875.0,10,50,1448.72,medium
14878.0,13,124,1485.54,medium
14880.0,78,47,706.19,low
14881.0,20,17,255.4,medium
14882.0,27,11,589.7,low
14883.0,19,54,756.64,medium
14885.0,132,15,765.32,low
14886.0,253,18,364.8,low
14887.0,80,6,1862.0,low
14888.0,208,20,369.2,low
14889.0,337,10,135.9,low
14890.0,254,7,125.65,low
14891.0,149,33,554.38,low
14893.0,10,73,1237.85,medium
14894.0,86,23,655.75,low
14895.0,8,506,11020.26,high
14896.0,205,11,211.55,low
14897.0,8,55,1366.38,medium
14898.0,24,114,1157.42,medium
14901.0,12,64,1058.89,medium
14902.0,22,24,314.11,medium
14903.0,22,364,2744.48,medium
14904.0,3,69,1025.44,medium
14905.0,155,18,599.9,low
14907.0,4,140,2860.78,medium
14908.0,75,9,277.8,low
14910.0,3,35,389.86,medium
14911.0,2,5740,128161.04,high
14912.0,17,28,841.52,medium
14913.0,36,87,1227.43,medium
14915.0,86,13,258.83,low
14916.0,71,79,1264.84,medium
14918.0,116,45,1610.15,low
14920.0,213,57,977.77,low
14921.0,31,78,1316.07,medium
14923.0,51,44,749.1,medium
14924.0,246,10,310.05,low
14929.0,33,11,223.88,low
14930.0,109,128,2372.86,medium
14931.0,5,42,964.68,medium
14934.0,73,88,1888.84,medium
14935.0,298,10,1784.71,low
14936.0,10,366,8117.42,high
14937.0,57,35,1617.63,medium
14944.0,30,172,5842.95,high
14946.0,15,3,100.9,low
14947.0,73,14,290.82,low
14948.0,24,64,1066.57,medium
14950.0,9,20,361.25,medium
14951.0,80,20,311.69,low
14952.0,47,146,8015.79,high
14953.0,26,55,289.82,medium
14954.0,13,85,336.17,medium
14957.0,254,12,58.49,low
14958.0,148,42,499.68,low
14959.0,60,61,684.97,medium
14960.0,9,27,221.27,medium
14961.0,11,317,7006.58,high
14962.0,271,5,126.7,low
14963.0,10,198,1487.8,medium
14964.0,248,13,206.21,low
14965.0,97,83,599.0,medium
14966.0,15,38,191.32,medium
14967.0,50,6,463.8,low
14968.0,31,37,147.59,medium
14970.0,69,34,1592.06,low
14971.0,36,160,1116.57,medium
14972.0,129,18,114.77,low
14973.0,108,32,1314.45,low
14974.0,38,21,114.39,low
14975.0,58,11,279.94,low
14976.0,58,73,765.86,medium
14978.0,73,216,1931.42,medium
14981.0,247,8,102.12,low
14984.0,20,41,213.27,medium
14985.0,199,87,296.75,low
14987.0,16,2,163.2,low
14988.0,212,40,334.54,low
14995.0,39,61,233.23,medium
14997.0,47,27,540.98,low
14998.0,171,75,429.87,low
15000.0,48,77,490.52,medium
15002.0,116,84,1010.11,medium
15004.0,148,158,1246.32,medium
15005.0,16,1132,5957.99,high
15006.0,52,144,502.09,medium
15007.0,160,12,156.91,low
15009.0,13,182,1261.78,medium
15010.0,36,20,308.94,low
15012.0,54,74,231.98,medium
15014.0,44,35,260.17,low
15016.0,173,20,170.04,low
15017.0,34,20,125.58,low
15018.0,39,27,345.01,low
15019.0,267,70,266.0,low
15021.0,9,422,1682.64,medium
15022.0,12,135,905.04,medium
15023.0,4,526,6302.56,high
15024.0,10,107,1170.11,medium
15025.0,34,72,377.01,medium
15026.0,81,61,469.0,low
15027.0,31,37,1051.95,medium
15028.0,9,34,441.16,medium
15030.0,72,7,518.28,low
15031.0,5,111,668.14,medium
15032.0,257,25,1693.5,low
15033.0,5,513,2571.02,high
15034.0,16,400,4277.66,high
15035.0,90,27,252.73,low
15036.0,73,127,465.55,medium
15038.0,44,98,539.16,medium
15039.0,10,1452,19174.93,high
15041.0,171,67,180.35,low
15042.0,200,5,135.93,low
15043.0,32,3,537.0,low
15044.0,20,461,7629.38,high
15045.0,152,13,633.66,low
15046.0,10,207,5064.01,high
15047.0,270,22,343.62,low
15048.0,66,75,281.87,medium
15049.0,274,3,121.17,low
15050.0,26,80,1727.17,medium
15051.0,24,143,1391.61,medium
15052.0,320,30,215.78,low
15053.0,5,71,697.79,medium
15054.0,13,114,302.1,medium
15057.0,276,25,1489.5,low
15058.0,26,276,2124.99,medium
15059.0,41,239,1325.82,medium
15060.0,9,121,303.09,medium
15061.0,4,321,42799.24,high
15062.0,72,57,987.86,medium
15063.0,214,5,370.8,low
15065.0,38,158,3135.98,medium
15066.0,32,53,760.59,medium
15067.0,79,82,1744.76,medium
15068.0,47,104,553.36,medium
15069.0,180,70,1109.53,low
15071.0,94,26,982.07,low
15073.0,10,76,612.43,medium
15074.0,106,42,748.87,low
15075.0,78,27,773.03,low
15076.0,173,49,880.85,low
15078.0,8,429,9148.2,high
15079.0,213,44,751.71,low
15081.0,23,27,376.2,medium
15083.0,257,5,88.2,low
15087.0,282,15,306.94,low
15088.0,22,60,1140.27,medium
15089.0,11,145,2420.84,medium
15090.0,309,23,381.32,low
15091.0,54,31,476.96,low
15092.0,216,26,457.81,low
15093.0,19,96,3786.41,medium
15095.0,104,49,1364.7,low
15096.0,43,11,219.39,low
15097.0,5,25,248.08,medium
15098.0,183,5,649.5,low
15099.0,85,23,410.48,low
15100.0,331,3,65.7,low
15101.0,9,9,310.03,medium
15103.0,32,35,703.36,medium
15104.0,167,71,1002.54,low
15105.0,19,101,2298.93,medium
15106.0,18,102,1407.73,medium
15107.0,312,14,131.66,low
15108.0,142,61,1291.75,low
15109.0,241,31,463.75,low
15110.0,24,40,970.25,medium
15111.0,30,68,1278.98,medium
15113.0,10,101,3439.41,medium
15114.0,31,197,2760.56,medium
15115.0,19,21,340.11,medium
15116.0,18,45,1352.75,medium
15117.0,15,80,1550.13,medium
15118.0,135,1,244.8,low
15119.0,246,14,266.4,low
15120.0,130,22,343.82,low
15121.0,51,28,457.72,low
15122.0,86,87,1612.13,medium
15123.0,8,106,2199.31,medium
15124.0,23,15,184.19,low
15125.0,26,140,11117.05,high
15127.0,66,16,406.53,low
15128.0,61,111,1419.54,medium
15129.0,51,84,3447.4,medium
15130.0,170,22,330.11,low
15132.0,19,52,977.93,medium
15133.0,128,29,982.42,low
15134.0,15,73,1387.99,medium
15135.0,234,10,127.15,low
15136.0,3,69,1282.45,medium
15139.0,240,13,178.96,low
15140.0,53,81,2350.0,medium
15142.0,47,26,498.74,low
15143.0,226,14,259.45,low
15144.0,9,218,6530.04,high
15145.0,5,67,1194.73,medium
15146.0,165,95,1313.66,low
15147.0,219,29,608.65,low
15148.0,11,20,301.29,medium
15149.0,134,23,520.8,low
15150.0,18,344,5303.97,high
15152.0,10,278,4684.24,high
15153.0,32,22,329.25,low
15154.0,75,92,240.27,medium
15156.0,2,55,961.49,medium
15157.0,4,133,1869.5,medium
15158.0,46,7,401.4,low
15159.0,2,720,18573.68,high
15160.0,358,4,158.16,low
15163.0,19,29,304.47,medium
15164.0,69,103,843.05,medium
15167.0,321,41,163.0,low
15168.0,26,5,106.56,low
15171.0,325,7,1034.5,low
15172.0,9,110,1624.05,medium
15174.0,323,11,135.75,low
15175.0,72,23,224.14,low
15178.0,261,3,40.5,low
15179.0,19,95,2186.2,medium
15181.0,67,17,685.23,low
15182.0,155,29,622.85,low
15184.0,30,63,406.76,medium
15185.0,71,21,310.62,low
15186.0,15,19,411.41,medium
15187.0,2,93,4670.08,high
15189.0,2,232,15802.14,high
15192.0,120,36,729.32,low
15193.0,61,19,499.32,low
15194.0,4,310,7115.01,high
15195.0,3,1,3861.0,medium
15197.0,9,36,656.44,medium
15198.0,93,10,193.64,low
15199.0,60,13,1268.7,low
15201.0,79,97,927.84,medium
15203.0,26,142,1827.8,medium
15204.0,358,9,316.58,low
15205.0,86,38,648.83,low
15206.0,11,9,420.3,medium
15208.0,2,43,867.62,medium
15210.0,226,20,331.18,low
15211.0,61,29,511.34,low
15212.0,240,7,88.95,low
15213.0,319,25,325.05,low
15214.0,2,110,1661.44,medium
15215.0,45,43,615.99,medium
15216.0,88,2,96.6,low
15218.0,11,166,5756.89,high
15219.0,177,9,305.75,low
15220.0,52,119,1758.92,medium
15222.0,319,5,585.0,low
15223.0,226,32,454.9,low
15224.0,359,16,310.48,low
15225.0,235,23,409.4,low
15226.0,311,8,154.41,low
15227.0,37,58,1219.4,medium
15228.0,67,126,3376.96,medium
15230.0,240,23,429.6,low
15232.0,114,31,612.06,low
15234.0,277,14,197.0,low
15235.0,218,134,2082.46,medium
15236.0,299,15,321.05,low
15237.0,2,99,1412.32,medium
15238.0,30,52,1056.54,medium
15239.0,11,52,764.34,medium
15240.0,45,80,1691.02,medium
15241.0,67,111,1738.59,medium
15243.0,75,22,316.68,low
15244.0,66,34,631.57,low
15245.0,135,89,2515.84,medium
15246.0,239,33,514.15,low
15247.0,123,6,356.0,low
15249.0,32,358,6657.36,high
15251.0,10,121,10327.11,high
15252.0,37,44,740.78,medium
15253.0,17,55,915.3,medium
15254.0,128,18,300.36,low
15255.0,67,47,890.85,low
15256.0,149,6,98.45,low
15257.0,282,8,232.15,low
15258.0,169,34,623.16,low
15260.0,101,61,1360.27,low
15261.0,136,19,254.82,low
15262.0,324,10,178.95,low
15263.0,107,12,156.51,low
15264.0,65,23,393.74,low
15265.0,152,82,1506.12,low
15266.0,339,6,119.3,low
15267.0,23,11,1717.36,low
15269.0,24,2,408.8,low
15270.0,16,48,2298.2,medium
15271.0,8,251,2374.07,medium
15272.0,58,63,721.94,medium
15274.0,5,47,716.57,medium
15275.0,32,42,609.19,medium
15276.0,67,52,135.31,low
15277.0,47,12,255.9,low
15279.0,355,19,290.51,low
15280.0,173,16,113.12,low
15281.0,59,150,2239.95,medium
15286.0,50,3,240.55,low
15287.0,23,21,485.24,medium
15288.0,44,62,2140.87,medium
15289.0,30,59,935.1,medium
15290.0,5,212,7803.77,high
15291.0,26,107,4267.71,medium
15292.0,202,25,180.94,low
15296.0,45,200,3610.31,medium
15297.0,11,41,635.04,medium
15298.0,3,177,3376.5,high
15299.0,68,9,1952.08,low
15300.0,65,28,496.44,low
15301.0,51,213,4354.75,medium
15303.0,291,31,574.02,low
15304.0,61,21,557.15,low
15306.0,65,58,1174.35,medium
15307.0,96,12,205.3,low
15308.0,271,21,302.27,low
15311.0,1,2382,57826.3,high
15312.0,76,48,921.1,low
15313.0,111,1,52.0,low
15314.0,200,24,327.97,low
15315.0,65,38,551.54,low
15316.0,327,1,165.0,low
15318.0,4,33,312.62,medium
15319.0,284,16,204.5,low
15320.0,45,36,267.13,low
15321.0,50,106,2650.73,medium
15322.0,65,49,602.97,low
15325.0,104,49,162.29,low
15326.0,334,29,311.71,low
15327.0,53,10,208.75,low
15329.0,36,59,1023.2,medium
15330.0,33,13,714.96,low
15333.0,209,16,1028.56,low
15334.0,157,99,351.67,low
15335.0,54,36,173.97,low
15339.0,67,88,557.57,medium
15341.0,81,17,2020.52,low
15342.0,117,26,391.76,low
15343.0,88,21,364.5,low
15344.0,1,32,476.58,medium
15345.0,36,23,367.69,low
15346.0,333,17,252.42,low
15348.0,73,9,158.04,low
15349.0,159,72,473.81,low
15351.0,13,180,1600.86,medium
15353.0,255,51,465.37,low
15355.0,30,14,277.05,low
15356.0,32,466,2616.28,medium
15358.0,5,520,7610.25,high
15360.0,40,13,427.93,low
15361.0,362,7,418.92,low
15363.0,242,1,-7.95,low
15364.0,96,29,913.19,low
15365.0,26,151,1330.45,medium
15366.0,76,44,602.51,low
15367.0,58,96,1867.69,medium
15368.0,22,4,446.94,low
15369.0,145,1,-1592.49,low
15370.0,41,95,2360.55,medium
15372.0,138,27,2007.4,low
15373.0,9,126,1878.81,medium
15374.0,129,3,168.0,low
15376.0,41,117,1233.36,medium
15379.0,170,196,3631.89,medium
15380.0,9,36,1452.26,medium
15381.0,214,8,596.85,low
15382.0,15,306,5927.86,high
15384.0,170,41,642.41,low
15385.0,41,12,316.88,low
15386.0,187,31,394.14,low
15388.0,271,10,140.54,low
15389.0,173,1,500.0,low
15392.0,5,85,1515.73,medium
15393.0,17,12,231.86,low
15394.0,10,85,2183.54,medium
15395.0,326,7,107.45,low
15396.0,113,14,288.18,low
15397.0,290,6,94.0,low
15398.0,17,74,1339.63,medium
15399.0,2,50,815.77,medium
15400.0,93,13,666.7,low
15402.0,149,42,626.77,low
15405.0,190,8,349.1,low
15406.0,19,58,426.61,medium
15407.0,34,153,1056.44,medium
15408.0,265,34,267.18,low
15410.0,85,122,3450.84,medium
15411.0,27,100,1346.38,medium
15412.0,172,10,190.53,low
15414.0,10,39,774.9,medium
15415.0,314,48,572.81,low
15416.0,65,193,3974.37,medium
15417.0,86,28,508.8,low
15419.0,25,8,135.86,low
15421.0,59,53,950.36,medium
15422.0,324,6,97.7,low
15423.0,39,2,43.5,low
15424.0,255,17,383.34,low
15426.0,20,213,1023.43,medium
15427.0,34,306,1483.14,medium
15428.0,16,6,93.78,low
15429.0,27,83,364.9,medium
15432.0,24,10,171.19,low
15433.0,80,53,417.87,low
15434.0,9,59,997.48,medium
15435.0,23,29,149.29,medium
15436.0,13,329,1122.53,medium
15437.0,263,45,200.16,low
15438.0,132,25,156.58,low
15440.0,55,62,383.68,medium
15442.0,249,2,594.0,low
15443.0,2,385,3212.16,high
15444.0,10,219,1418.26,medium
15445.0,265,5,113.5,low
15447.0,331,9,155.17,low
15448.0,313,28,494.64,low
15449.0,27,62,971.22,medium
15450.0,31,30,429.84,medium
15452.0,30,58,538.73,medium
15453.0,2,286,1388.37,medium
15454.0,363,25,179.1,low
15456.0,284,60,447.22,low
15457.0,263,58,237.07,low
15458.0,26,7,161.64,low
15460.0,355,58,216.76,low
15462.0,95,11,234.6,low
15463.0,30,7,126.14,low
15464.0,339,157,1048.85,low
15465.0,20,97,6409.27,high
15466.0,86,57,334.53,low
15467.0,10,53,511.88,medium
15468.0,36,29,438.46,medium
15469.0,44,27,504.5,low
15471.0,3,77,469.48,medium
15472.0,114,76,371.56,low
15473.0,15,14,1465.2,medium
15475.0,78,29,454.11,low
15478.0,41,46,1441.42,medium
15480.0,117,45,905.5,low
15482.0,16,127,6568.72,high
15483.0,162,88,233.81,low
15484.0,2,189,3563.11,high
15485.0,31,63,1624.91,medium
15488.0,93,2,91.32,low
15489.0,23,55,1090.03,medium
15491.0,96,155,3090.85,medium
15492.0,29,35,659.46,medium
15493.0,33,299,1967.25,medium
15494.0,22,125,1299.23,medium
15497.0,18,16,1259.7,medium
15498.0,1,494,11700.74,high
15500.0,9,68,1131.56,medium
15502.0,16,212,4997.46,high
15503.0,363,70,147.09,low
15504.0,82,13,52.83,low
15505.0,53,99,3497.14,medium
15506.0,23,164,979.26,medium
15507.0,172,46,492.36,low
15508.0,190,92,1000.27,low
15510.0,331,1,250.0,low
15511.0,12,160,909.23,medium
15512.0,156,7,121.0,low
15513.0,32,299,13206.58,high
15514.0,13,218,2963.19,medium
15516.0,45,15,62.43,low
15517.0,234,27,267.03,low
15518.0,65,220,1911.89,medium
15520.0,2,18,343.5,medium
15521.0,37,200,2574.65,medium
15522.0,33,57,398.84,medium
15523.0,85,10,412.01,low
15524.0,25,1,440.0,low
15525.0,3,123,497.09,medium
15526.0,34,4,148.44,low
15527.0,19,166,2348.82,medium
15528.0,255,26,229.33,low
15529.0,23,659,3672.12,high
15530.0,22,108,1502.35,medium
15531.0,9,228,2007.44,medium
15532.0,26,263,1517.08,medium
15533.0,20,86,746.92,medium
15535.0,174,77,472.65,low
15537.0,164,24,110.92,low
15539.0,8,41,538.46,medium
15540.0,12,15,213.3,medium
15541.0,115,29,85.13,low
15543.0,289,28,127.86,low
15544.0,9,235,3187.97,medium
15545.0,55,50,157.39,medium
15547.0,8,702,4954.84,high
15549.0,78,116,1655.76,medium
15550.0,5,61,575.63,medium
15551.0,37,29,436.06,low
15552.0,218,17,90.12,low
15553.0,61,56,437.23,medium
15554.0,278,14,217.2,low
15555.0,13,856,3939.42,high
15556.0,25,31,279.77,medium
15557.0,29,20,473.65,low
15561.0,12,31,722.74,medium
15562.0,352,1,134.55,low
15563.0,9,117,1319.69,medium
15565.0,51,8,173.16,low
15567.0,19,7,186.01,low
15568.0,3,53,758.29,medium
15569.0,104,31,1375.71,low
15570.0,8,286,3592.32,high
15571.0,12,57,650.43,medium
15572.0,5,215,2552.86,medium
15573.0,32,104,607.45,medium
15574.0,178,47,326.6,low
15576.0,38,45,940.67,medium
15577.0,152,39,258.88,low
15578.0,163,13,127.1,low
15579.0,69,51,348.6,low
15581.0,121,129,3157.63,medium
15582.0,25,44,682.91,medium
15584.0,24,125,722.61,medium
15585.0,177,31,455.3,low
15587.0,51,9,913.68,low
15589.0,253,30,456.58,low
15590.0,290,1,-30.19,low
15592.0,47,24,388.58,low
15593.0,71,5,199.8,low
15594.0,16,104,1767.53,medium
15596.0,101,63,941.02,low
15597.0,30,23,315.72,low
15598.0,36,16,235.68,low
15599.0,27,52,761.74,medium
15601.0,12,366,5976.98,high
15602.0,9,50,991.08,medium
15603.0,79,2,48.48,low
15604.0,53,17,216.39,low
15605.0,37,55,1003.38,medium
15606.0,58,91,2422.64,medium
15607.0,337,13,104.76,low
15608.0,29,60,1093.68,medium
15609.0,183,18,270.03,low
15610.0,52,6,112.46,low
15611.0,10,45,1568.39,medium
15612.0,37,6,195.15,low
15615.0,11,429,10360.04,high
15618.0,33,49,747.03,medium
15619.0,11,3,336.4,low
15620.0,51,104,1524.4,medium
15621.0,5,18,1158.77,medium
15622.0,4,214,3224.53,high
15623.0,142,19,301.03,low
15624.0,117,34,588.13,low
15625.0,101,68,1504.56,medium
15626.0,75,49,675.8,low
15628.0,5,138,2546.46,medium
15630.0,46,61,1180.4,medium
15632.0,16,177,3147.31,medium
15634.0,18,15,243.55,medium
15636.0,90,25,724.76,low
15637.0,53,15,223.36,low
15638.0,302,2,-94.0,low
15639.0,135,25,425.32,low
15640.0,5,488,12099.62,high
15641.0,106,119,1887.2,medium
15643.0,180,36,647.4,low
15644.0,167,238,813.0,medium
15645.0,19,52,612.01,medium
15646.0,158,19,235.34,low
15648.0,205,28,599.9,low
15649.0,337,1,306.0,low
15651.0,37,32,646.3,medium
15652.0,92,21,337.74,low
15653.0,93,6,877.44,low
15654.0,10,21,922.53,medium
15655.0,234,37,511.32,low
15656.0,46,47,748.5,medium
15657.0,23,1,30.0,low
15658.0,191,42,652.7,low
15659.0,44,11,306.45,low
15660.0,26,84,1342.71,medium
15661.0,318,5,309.8,low
15663.0,107,9,138.14,low
15664.0,51,19,358.63,low
15665.0,169,116,2242.01,medium
15667.0,40,13,301.32,low
15668.0,218,1,76.32,low
15669.0,41,35,677.69,medium
15670.0,297,12,173.05,low
15671.0,19,81,2635.49,medium
15673.0,89,155,2881.02,medium
15674.0,74,135,1744.02,medium
15675.0,82,21,323.69,low
15676.0,10,216,3324.09,medium
15677.0,50,33,657.23,low
15678.0,53,12,352.7,low
15679.0,25,110,781.28,medium
15680.0,10,48,854.79,medium
15681.0,19,67,946.36,medium
15683.0,118,10,193.75,low
15687.0,9,168,2981.5,medium
15689.0,120,9,254.1,low
15690.0,5,19,239.76,medium
15691.0,253,2,136.8,low
15692.0,29,12,191.04,low
15694.0,1,67,5591.27,high
15695.0,267,22,409.98,low
15696.0,34,177,2644.46,medium
15699.0,18,18,309.65,medium
15700.0,173,89,664.03,low
15701.0,3,237,1542.14,medium
15703.0,265,5,211.5,low
15704.0,141,117,2293.62,medium
15705.0,202,6,143.1,low
15706.0,60,59,1001.81,medium
15707.0,36,214,945.58,medium
15708.0,41,252,2987.36,medium
15709.0,284,6,133.25,low
15712.0,10,53,1072.36,medium
15713.0,144,11,175.6,low
15714.0,12,35,330.88,medium
15716.0,146,80,571.71,low
15717.0,235,7,150.3,low
15719.0,33,938,5043.96,high
15720.0,25,128,598.73,medium
15721.0,12,91,507.08,medium
15722.0,36,72,2181.21,medium
15723.0,365,41,203.1,low
15724.0,202,12,212.3,low
15725.0,16,32,415.25,medium
15727.0,17,302,5178.96,high
15728.0,50,4,-134.8,low
15729.0,199,6,62.0,low
15730.0,66,73,1108.38,medium
15732.0,213,9,156.02,low
15733.0,283,10,162.3,low
15734.0,115,26,1339.45,low
15737.0,15,81,1121.21,medium
15738.0,19,161,4462.07,high
15739.0,67,8,449.12,low
15740.0,50,9,154.88,low
15743.0,17,88,784.46,medium
15744.0,78,3,34.8,low
15745.0,9,65,1071.24,medium
15746.0,135,29,182.96,low
15747.0,13,93,974.04,medium
15748.0,41,21,149.31,low
15749.0,236,15,21535.9,high
15750.0,3,274,2124.96,medium
15752.0,40,398,2369.28,medium
15753.0,305,1,79.2,low
15754.0,51,29,455.67,low
15755.0,2,149,2318.88,medium
15756.0,62,192,532.96,medium
15757.0,66,45,714.42,low
15758.0,25,9,205.25,low
15759.0,219,7,253.04,low
15762.0,66,37,583.75,low
15763.0,32,63,1048.67,medium
15764.0,82,188,3245.47,medium
15766.0,65,11,315.06,low
15768.0,116,28,581.83,low
15769.0,8,146,51731.92,high
15773.0,6,10,635.68,medium
15774.0,69,25,270.8,low
15775.0,246,7,104.9,low
15776.0,134,18,241.62,low
15777.0,242,22,1021.61,low
15780.0,184,29,475.28,low
15781.0,26,21,333.56,low
15782.0,10,44,2593.94,medium
15783.0,11,14,246.3,medium
15785.0,30,87,2303.75,medium
15786.0,44,280,4834.2,high
15787.0,27,206,948.05,medium
15789.0,359,25,351.3,low
15790.0,11,35,220.85,medium
15791.0,44,76,1604.44,medium
15793.0,10,13,948.96,medium
15795.0,150,42,610.01,low
15796.0,2,135,2666.61,medium
15797.0,114,8,2207.4,low
15799.0,76,98,884.14,medium
15800.0,108,119,699.08,medium
15801.0,47,69,1042.19,medium
15802.0,143,3,-451.42,low
15803.0,52,8,415.82,low
15804.0,1,273,3848.55,high
15805.0,24,307,5452.17,high
15806.0,47,31,784.58,low
15807.0,51,48,903.9,medium
15808.0,307,146,2703.32,low
15809.0,36,43,399.21,medium
15810.0,79,112,1145.43,medium
15811.0,18,123,1881.47,medium
15812.0,108,41,1801.14,low
15813.0,208,40,1303.91,low
15814.0,4,74,1842.73,medium
15815.0,64,49,2100.6,medium
15819.0,50,123,1905.45,medium
15820.0,320,17,206.98,low
15821.0,45,62,570.96,medium
15822.0,4,33,885.47,medium
15823.0,338,16,-855.76,low
15825.0,173,20,532.94,low
15826.0,52,69,1649.36,medium
15827.0,74,120,1450.55,medium
15829.0,100,51,636.14,low
15830.0,30,41,547.7,medium
15831.0,59,69,747.76,medium
15832.0,255,54,836.79,low
15834.0,71,274,2108.75,medium
15835.0,45,50,954.09,medium
15836.0,46,12,117.47,low
15837.0,65,24,391.98,low
15838.0,12,165,32674.06,high
15839.0,26,65,1020.74,medium
15840.0,59,28,345.66,low
15841.0,65,50,1209.1,medium
15843.0,304,8,118.95,low
15844.0,47,11,130.74,low
15845.0,18,140,3650.87,medium
15847.0,39,22,389.27,low
15850.0,20,97,238.85,medium
15852.0,187,22,160.71,low
15853.0,52,30,110.8,low
15854.0,5,140,2974.65,medium
15855.0,137,80,712.24,low
15856.0,5,623,14602.35,high
15857.0,19,14,297.0,low
15858.0,16,147,1054.92,medium
15860.0,41,127,874.55,medium
15861.0,13,547,3000.36,high
15862.0,9,83,478.65,medium
15863.0,26,18,68.84,low
15864.0,23,24,1769.78,medium
15865.0,41,40,895.13,medium
15866.0,102,45,230.53,low
15867.0,6,434,3684.89,high
15869.0,278,15,149.64,low
15870.0,33,76,354.09,medium
15872.0,15,128,360.93,medium
15874.0,64,137,4330.67,medium
15877.0,2,131,440.78,medium
15881.0,313,32,438.24,low
15882.0,199,7,145.04,low
15883.0,3,49,396.48,medium
15885.0,93,18,379.35,low
15886.0,61,12,181.09,low
15888.0,80,14,141.27,low
15889.0,157,27,148.95,low
15891.0,227,62,524.52,low
15894.0,254,3,106.81,low
15895.0,150,11,179.17,low
15897.0,195,24,222.05,low
15898.0,2,23,862.99,medium
15900.0,24,51,351.11,medium
15901.0,17,116,363.88,medium
15903.0,10,75,5126.34,high
15904.0,9,30,164.68,medium
15906.0,20,151,1521.79,medium
15907.0,4,249,967.45,medium
15909.0,174,7,191.94,low
15910.0,1,267,1232.18,medium
15912.0,179,19,264.62,low
15916.0,17,145,1277.09,medium
15917.0,248,12,123.1,low
15918.0,191,40,334.23,low
15919.0,20,94,369.17,medium
15920.0,155,60,167.5,low
15921.0,173,25,336.03,low
15925.0,195,12,207.15,low
15930.0,68,21,426.63,low
15932.0,5,119,2461.85,medium
15933.0,22,74,1107.46,medium
15935.0,240,12,416.86,low
15937.0,65,7,145.35,low
15938.0,113,18,404.58,low
15939.0,90,77,6102.26,medium
15940.0,312,2,31.8,low
15942.0,134,14,337.44,low
15944.0,277,6,325.1,low
15947.0,83,29,1708.24,low
15948.0,9,60,955.24,medium
15949.0,17,19,364.72,medium
15950.0,2,103,1705.26,medium
15951.0,2,43,669.57,medium
15952.0,34,91,806.57,medium
15953.0,16,87,1424.69,medium
15955.0,25,165,3817.43,medium
15957.0,32,42,428.89,medium
15958.0,75,7,104.35,low
15963.0,20,28,470.76,medium
15965.0,18,106,689.45,medium
15967.0,24,84,418.83,medium
15969.0,3,21,582.9,medium
15970.0,304,11,314.1,low
15971.0,18,35,4199.85,medium
15973.0,236,2,-208.05,low
15974.0,40,177,3429.55,medium
15975.0,85,24,371.01,low
15976.0,166,98,430.94,low
15977.0,18,65,1054.73,medium
15978.0,78,49,1098.78,low
