CustomerID,Recency,Frequency,MonetaryValue
15208.00,2,43,867.62
15210.00,226,20,331.18
15211.00,61,29,511.34
15212.00,240,7,88.95
15213.00,319,25,325.05
15214.00,2,110,1661.44
15215.00,45,43,615.99
15216.00,88,2,96.60
15218.00,11,166,5756.89
15219.00,177,9,305.75
15220.00,52,119,1758.92
15222.00,319,5,585.00
15223.00,226,32,454.90
15224.00,359,16,310.48
15225.00,235,23,409.40
15226.00,311,8,154.41
15227.00,37,58,1219.40
15228.00,67,126,3376.96
15230.00,240,23,429.60
15232.00,114,31,612.06
15234.00,277,14,197.00
15235.00,218,134,2082.46
15236.00,299,15,321.05
15237.00,2,99,1412.32
15238.00,30,52,1056.54
15239.00,11,52,764.34
15240.00,45,80,1691.02
15241.00,67,111,1738.59
15243.00,75,22,316.68
15244.00,66,34,631.57
15245.00,135,89,2515.84
15246.00,239,33,514.15
15247.00,123,6,356.00
15249.00,32,358,6657.36
15251.00,10,121,10327.11
15252.00,37,44,740.78
15253.00,17,55,915.30
15254.00,128,18,300.36
15255.00,67,47,890.85
15256.00,149,6,98.45
15257.00,282,8,232.15
15258.00,169,34,623.16
15260.00,101,61,1360.27
15261.00,136,19,254.82
15262.00,324,10,178.95
15263.00,107,12,156.51
15264.00,65,23,393.74
15265.00,152,82,1506.12
15266.00,339,6,119.30
15267.00,23,11,1717.36
15269.00,24,2,408.80
15270.00,16,48,2298.20
15271.00,8,251,2374.07
15272.00,58,63,721.94
15274.00,5,47,716.57
15275.00,32,42,609.19
15276.00,67,52,135.31
15277.00,47,12,255.90
15279.00,355,19,290.51
15280.00,173,16,113.12
15281.00,59,150,2239.95
15286.00,50,3,240.55
15287.00,23,21,485.24
15288.00,44,62,2140.87
15289.00,30,59,935.10
15290.00,5,212,7803.77
15291.00,26,107,4267.71
15292.00,202,25,180.94
15296.00,45,200,3610.31
15297.00,11,41,635.04
15298.00,3,177,3376.50
15299.00,68,9,1952.08
15300.00,65,28,496.44
15301.00,51,213,4354.75
15303.00,291,31,574.02
15304.00,61,21,557.15
15306.00,65,58,1174.35
15307.00,96,12,205.30
15308.00,271,21,302.27
15311.00,1,2382,57826.30
15312.00,76,48,921.10
15313.00,111,1,52.00
15314.00,200,24,327.97
15315.00,65,38,551.54
15316.00,327,1,165.00
15318.00,4,33,312.62
15319.00,284,16,204.50
15320.00,45,36,267.13
15321.00,50,106,2650.73
15322.00,65,49,602.97
15325.00,104,49,162.29
15326.00,334,29,311.71
15327.00,53,10,208.75
15329.00,36,59,1023.20
15330.00,33,13,714.96
15333.00,209,16,1028.56
15334.00,157,99,351.67
15335.00,54,36,173.97
15339.00,67,88,557.57
15341.00,81,17,2020.52
15342.00,117,26,391.76
15343.00,88,21,364.50
15344.00,1,32,476.58
15345.00,36,23,367.69
15346.00,333,17,252.42
15348.00,73,9,158.04
15349.00,159,72,473.81
15351.00,13,180,1600.86
15353.00,255,51,465.37
15355.00,30,14,277.05
15356.00,32,466,2616.28
15358.00,5,520,7610.25
15360.00,40,13,427.93
15361.00,362,7,418.92
15363.00,242,1,-7.95
15364.00,96,29,913.19
15365.00,26,151,1330.45
15366.00,76,44,602.51
15367.00,58,96,1867.69
15368.00,22,4,446.94
15369.00,145,1,-1592.49
15370.00,41,95,2360.55
15372.00,138,27,2007.40
15373.00,9,126,1878.81
15374.00,129,3,168.00
15376.00,41,117,1233.36
15379.00,170,196,3631.89
15380.00,9,36,1452.26
15381.00,214,8,596.85
15382.00,15,306,5927.86
15384.00,170,41,642.41
15385.00,41,12,316.88
15386.00,187,31,394.14
15388.00,271,10,140.54
15389.00,173,1,500.00
15392.00,5,85,1515.73
15393.00,17,12,231.86
15394.00,10,85,2183.54
15395.00,326,7,107.45
15396.00,113,14,288.18
15397.00,290,6,94.00
15398.00,17,74,1339.63
15399.00,2,50,815.77
15400.00,93,13,666.70
15402.00,149,42,626.77
15405.00,190,8,349.10
15406.00,19,58,426.61
15407.00,34,153,1056.44
15408.00,265,34,267.18
15410.00,85,122,3450.84
15411.00,27,100,1346.38
15412.00,172,10,190.53
15414.00,10,39,774.90
15415.00,314,48,572.81
15416.00,65,193,3974.37
15417.00,86,28,508.80
15419.00,25,8,135.86
15421.00,59,53,950.36
15422.00,324,6,97.70
15423.00,39,2,43.50
15424.00,255,17,383.34
15426.00,20,213,1023.43
15427.00,34,306,1483.14
15428.00,16,6,93.78
15429.00,27,83,364.90
15432.00,24,10,171.19
15433.00,80,53,417.87
15434.00,9,59,997.48
15435.00,23,29,149.29
15436.00,13,329,1122.53
15437.00,263,45,200.16
15438.00,132,25,156.58
15440.00,55,62,383.68
15442.00,249,2,594.00
15443.00,2,385,3212.16
15444.00,10,219,1418.26
15445.00,265,5,113.50
15447.00,331,9,155.17
15448.00,313,28,494.64
15449.00,27,62,971.22
15450.00,31,30,429.84
15452.00,30,58,538.73
15453.00,2,286,1388.37
15454.00,363,25,179.10
15456.00,284,60,447.22
15457.00,263,58,237.07
15458.00,26,7,161.64
15460.00,355,58,216.76
15462.00,95,11,234.60
15463.00,30,7,126.14
15464.00,339,157,1048.85
15465.00,20,97,6409.27
15466.00,86,57,334.53
15467.00,10,53,511.88
15468.00,36,29,438.46
15469.00,44,27,504.50
15471.00,3,77,469.48
15472.00,114,76,371.56
15473.00,15,14,1465.20
15475.00,78,29,454.11
15478.00,41,46,1441.42
15480.00,117,45,905.50
15482.00,16,127,6568.72
15483.00,162,88,233.81
15484.00,2,189,3563.11
15485.00,31,63,1624.91
15488.00,93,2,91.32
15489.00,23,55,1090.03
15491.00,96,155,3090.85
15492.00,29,35,659.46
15493.00,33,299,1967.25
15494.00,22,125,1299.23
15497.00,18,16,1259.70
15498.00,1,494,11700.74
15500.00,9,68,1131.56
15502.00,16,212,4997.46
15503.00,363,70,147.09
15504.00,82,13,52.83
15505.00,53,99,3497.14
15506.00,23,164,979.26
15507.00,172,46,492.36
15508.00,190,92,1000.27
15510.00,331,1,250.00
15511.00,12,160,909.23
15512.00,156,7,121.00
15513.00,32,299,13206.58
15514.00,13,218,2963.19
15516.00,45,15,62.43
15517.00,234,27,267.03
15518.00,65,220,1911.89
15520.00,2,18,343.50
15521.00,37,200,2574.65
15522.00,33,57,398.84
15523.00,85,10,412.01
15524.00,25,1,440.00
15525.00,3,123,497.09
15526.00,34,4,148.44
15527.00,19,166,2348.82
15528.00,255,26,229.33
15529.00,23,659,3672.12
15530.00,22,108,1502.35
15531.00,9,228,2007.44
15532.00,26,263,1517.08
15533.00,20,86,746.92
15535.00,174,77,472.65
15537.00,164,24,110.92
15539.00,8,41,538.46
15540.00,12,15,213.30
15541.00,115,29,85.13
15543.00,289,28,127.86
15544.00,9,235,3187.97
15545.00,55,50,157.39
15547.00,8,702,4954.84
15549.00,78,116,1655.76
15550.00,5,61,575.63
15551.00,37,29,436.06
15552.00,218,17,90.12
15553.00,61,56,437.23
15554.00,278,14,217.20
15555.00,13,856,3939.42
15556.00,25,31,279.77
15557.00,29,20,473.65
15561.00,12,31,722.74
15562.00,352,1,134.55
15563.00,9,117,1319.69
15565.00,51,8,173.16
15567.00,19,7,186.01
15568.00,3,53,758.29
15569.00,104,31,1375.71
15570.00,8,286,3592.32
15571.00,12,57,650.43
15572.00,5,215,2552.86
15573.00,32,104,607.45
15574.00,178,47,326.60
15576.00,38,45,940.67
15577.00,152,39,258.88
15578.00,163,13,127.10
15579.00,69,51,348.60
15581.00,121,129,3157.63
15582.00,25,44,682.91
15584.00,24,125,722.61
15585.00,177,31,455.30
15587.00,51,9,913.68
15589.00,253,30,456.58
15590.00,290,1,-30.19
15592.00,47,24,388.58
15593.00,71,5,199.80
15594.00,16,104,1767.53
15596.00,101,63,941.02
15597.00,30,23,315.72
15598.00,36,16,235.68
15599.00,27,52,761.74
15601.00,12,366,5976.98
15602.00,9,50,991.08
15603.00,79,2,48.48
15604.00,53,17,216.39
15605.00,37,55,1003.38
15606.00,58,91,2422.64
15607.00,337,13,104.76
15608.00,29,60,1093.68
15609.00,183,18,270.03
15610.00,52,6,112.46
15611.00,10,45,1568.39
15612.00,37,6,195.15
15615.00,11,429,10360.04
15618.00,33,49,747.03
15619.00,11,3,336.40
15620.00,51,104,1524.40
15621.00,5,18,1158.77
15622.00,4,214,3224.53
15623.00,142,19,301.03
15624.00,117,34,588.13
15625.00,101,68,1504.56
15626.00,75,49,675.80
15628.00,5,138,2546.46
15630.00,46,61,1180.40
15632.00,16,177,3147.31
15634.00,18,15,243.55
15636.00,90,25,724.76
15637.00,53,15,223.36
15638.00,302,2,-94.00
15639.00,135,25,425.32
15640.00,5,488,12099.62
15641.00,106,119,1887.20
15643.00,180,36,647.40
15644.00,167,238,813.00
15645.00,19,52,612.01
15646.00,158,19,235.34
15648.00,205,28,599.90
15649.00,337,1,306.00
15651.00,37,32,646.30
15652.00,92,21,337.74
15653.00,93,6,877.44
15654.00,10,21,922.53
15655.00,234,37,511.32
15656.00,46,47,748.50
15657.00,23,1,30.00
15658.00,191,42,652.70
15659.00,44,11,306.45
15660.00,26,84,1342.71
15661.00,318,5,309.80
15663.00,107,9,138.14
15664.00,51,19,358.63
15665.00,169,116,2242.01
15667.00,40,13,301.32
15668.00,218,1,76.32
15669.00,41,35,677.69
15670.00,297,12,173.05
15671.00,19,81,2635.49
15673.00,89,155,2881.02
15674.00,74,135,1744.02
15675.00,82,21,323.69
15676.00,10,216,3324.09
15677.00,50,33,657.23
15678.00,53,12,352.70
15679.00,25,110,781.28
15680.00,10,48,854.79
15681.00,19,67,946.36
15683.00,118,10,193.75
15687.00,9,168,2981.50
15689.00,120,9,254.10
15690.00,5,19,239.76
15691.00,253,2,136.80
15692.00,29,12,191.04
15694.00,1,67,5591.27
15695.00,267,22,409.98
15696.00,34,177,2644.46
15699.00,18,18,309.65
15700.00,173,89,664.03
15701.00,3,237,1542.14
15703.00,265,5,211.50
15704.00,141,117,2293.62
15705.00,202,6,143.10
15706.00,60,59,1001.81
15707.00,36,214,945.58
15708.00,41,252,2987.36
15709.00,284,6,133.25
15712.00,10,53,1072.36
15713.00,144,11,175.60
15714.00,12,35,330.88
15716.00,146,80,571.71
15717.00,235,7,150.30
15719.00,33,938,5043.96
15720.00,25,128,598.73
15721.00,12,91,507.08
15722.00,36,72,2181.21
15723.00,365,41,203.10
15724.00,202,12,212.30
15725.00,16,32,415.25
15727.00,17,302,5178.96
15728.00,50,4,-134.80
15729.00,199,6,62.00
15730.00,66,73,1108.38
15732.00,213,9,156.02
15733.00,283,10,162.30
15734.00,115,26,1339.45
15737.00,15,81,1121.21
15738.00,19,161,4462.07
15739.00,67,8,449.12
15740.00,50,9,154.88
15743.00,17,88,784.46
15744.00,78,3,34.80
15745.00,9,65,1071.24
15746.00,135,29,182.96
15747.00,13,93,974.04
15748.00,41,21,149.31
15749.00,236,15,21535.90
15750.00,3,274,2124.96
15752.00,40,398,2369.28
15753.00,305,1,79.20
15754.00,51,29,455.67
15755.00,2,149,2318.88
15756.00,62,192,532.96
15757.00,66,45,714.42
15758.00,25,9,205.25
15759.00,219,7,253.04
15762.00,66,37,583.75
15763.00,32,63,1048.67
15764.00,82,188,3245.47
15766.00,65,11,315.06
15768.00,116,28,581.83
15769.00,8,146,51731.92
15773.00,6,10,635.68
15774.00,69,25,270.80
15775.00,246,7,104.90
15776.00,134,18,241.62
15777.00,242,22,1021.61
15780.00,184,29,475.28
15781.00,26,21,333.56
15782.00,10,44,2593.94
15783.00,11,14,246.30
15785.00,30,87,2303.75
15786.00,44,280,4834.20
15787.00,27,206,948.05
15789.00,359,25,351.30
15790.00,11,35,220.85
15791.00,44,76,1604.44
15793.00,10,13,948.96
15795.00,150,42,610.01
15796.00,2,135,2666.61
15797.00,114,8,2207.40
15799.00,76,98,884.14
15800.00,108,119,699.08
15801.00,47,69,1042.19
15802.00,143,3,-451.42
15803.00,52,8,415.82
15804.00,1,273,3848.55
15805.00,24,307,5452.17
15806.00,47,31,784.58
15807.00,51,48,903.90
15808.00,307,146,2703.32
15809.00,36,43,399.21
15810.00,79,112,1145.43
15811.00,18,123,1881.47
15812.00,108,41,1801.14
15813.00,208,40,1303.91
15814.00,4,74,1842.73
15815.00,64,49,2100.60
15819.00,50,123,1905.45
15820.00,320,17,206.98
15821.00,45,62,570.96
15822.00,4,33,885.47
15823.00,338,16,-855.76
15825.00,173,20,532.94
15826.00,52,69,1649.36
15827.00,74,120,1450.55
15829.00,100,51,636.14
15830.00,30,41,547.70
15831.00,59,69,747.76
15832.00,255,54,836.79
15834.00,71,274,2108.75
15835.00,45,50,954.09
15836.00,46,12,117.47
15837.00,65,24,391.98
15838.00,12,165,32674.06
15839.00,26,65,1020.74
15840.00,59,28,345.66
15841.00,65,50,1209.10
15843.00,304,8,118.95
15844.00,47,11,130.74
15845.00,18,140,3650.87
15847.00,39,22,389.27
15850.00,20,97,238.85
15852.00,187,22,160.71
15853.00,52,30,110.80
15854.00,5,140,2974.65
15855.00,137,80,712.24
15856.00,5,623,14602.35
15857.00,19,14,297.00
15858.00,16,147,1054.92
15860.00,41,127,874.55
15861.00,13,547,3000.36
15862.00,9,83,478.65
15863.00,26,18,68.84
15864.00,23,24,1769.78
15865.00,41,40,895.13
15866.00,102,45,230.53
15867.00,6,434,3684.89
15869.00,278,15,149.64
15870.00,33,76,354.09
15872.00,15,128,360.93
15874.00,64,137,4330.67
15877.00,2,131,440.78
15881.00,313,32,438.24
15882.00,199,7,145.04
15883.00,3,49,396.48
15885.00,93,18,379.35
15886.00,61,12,181.09
15888.00,80,14,141.27
15889.00,157,27,148.95
15891.00,227,62,524.52
15894.00,254,3,106.81
15895.00,150,11,179.17
15897.00,195,24,222.05
15898.00,2,23,862.99
15900.00,24,51,351.11
15901.00,17,116,363.88
15903.00,10,75,5126.34
15904.00,9,30,164.68
15906.00,20,151,1521.79
15907.00,4,249,967.45
15909.00,174,7,191.94
15910.00,1,267,1232.18
15912.00,179,19,264.62
15916.00,17,145,1277.09
15917.00,248,12,123.10
15918.00,191,40,334.23
15919.00,20,94,369.17
15920.00,155,60,167.50
15921.00,173,25,336.03
15925.00,195,12,207.15
15930.00,68,21,426.63
15932.00,5,119,2461.85
15933.00,22,74,1107.46
15935.00,240,12,416.86
15937.00,65,7,145.35
15938.00,113,18,404.58
15939.00,90,77,6102.26
15940.00,312,2,31.80
15942.00,134,14,337.44
15944.00,277,6,325.10
15947.00,83,29,1708.24
15948.00,9,60,955.24
15949.00,17,19,364.72
15950.00,2,103,1705.26
15951.00,2,43,669.57
15952.00,34,91,806.57
15953.00,16,87,1424.69
15955.00,25,165,3817.43
15957.00,32,42,428.89
15958.00,75,7,104.35
15963.00,20,28,470.76
15965.00,18,106,689.45
15967.00,24,84,418.83
15969.00,3,21,582.90
15970.00,304,11,314.10
15971.00,18,35,4199.85
15973.00,236,2,-208.05
15974.00,40,177,3429.55
15975.00,85,24,371.01
15976.00,166,98,430.94
15977.00,18,65,1054.73
15978.00,78,49,1098.78
15980.00,89,43,2398.86
15981.00,25,97,3408.48
15983.00,23,57,651.47
15984.00,3,270,2694.27
15985.00,124,38,1037.42
15986.00,31,14,168.12
15987.00,13,131,1337.80
15988.00,20,27,158.03
15990.00,45,52,792.11
15992.00,4,3,41.99
15993.00,9,560,2756.82
15994.00,55,35,427.07
15996.00,89,99,781.53
15998.00,37,509,3084.17
16000.00,3,9,12393.70
16003.00,30,103,2735.37
16005.00,13,218,615.39
16006.00,212,8,101.40
16007.00,48,385,1701.94
16008.00,24,33,478.78
16009.00,23,90,992.71
16010.00,246,86,407.50
16011.00,9,190,3124.76
16012.00,36,94,1415.29
16013.00,4,148,32304.25
16014.00,36,148,653.13
16015.00,4,184,690.54
16016.00,4,167,1109.54
16017.00,48,32,211.88
16018.00,40,28,408.90
16019.00,2,165,3450.24
16020.00,17,46,851.01
16022.00,261,76,628.28
16023.00,47,101,719.81
16024.00,13,64,251.24
16025.00,30,28,439.66
16026.00,44,32,236.09
16027.00,92,17,852.12
16029.00,39,262,46721.09
16030.00,310,29,331.24
16031.00,93,100,548.94
16033.00,6,1126,8571.97
16034.00,197,22,437.70
16036.00,88,55,758.92
16037.00,270,39,855.02
16038.00,8,28,454.33
16040.00,66,65,1313.55
16041.00,31,6,3166.40
16042.00,23,71,1197.27
16043.00,38,39,773.99
16045.00,120,83,1340.70
16048.00,86,1,-12.75
16049.00,41,312,1111.79
16050.00,174,10,137.90
16052.00,55,34,362.06
16053.00,33,84,1511.95
16054.00,146,70,783.90
16055.00,221,8,134.80
16056.00,46,68,664.85
16057.00,5,134,2140.22
16059.00,66,162,1341.61
16061.00,270,1,-29.95
16062.00,10,64,1153.62
16063.00,261,23,335.32
16066.00,17,102,1521.87
16070.00,23,33,852.15
16071.00,45,21,326.24
16072.00,289,23,584.32
16073.00,292,2,94.35
16076.00,4,131,2173.53
16078.00,284,1,79.20
16079.00,17,21,1352.00
16080.00,82,11,176.60
16081.00,57,205,2649.30
16083.00,101,31,1317.62
16084.00,300,38,436.18
16085.00,24,167,981.51
16086.00,60,32,942.05
16091.00,155,18,315.06
16092.00,99,53,779.36
16093.00,107,1,17.00
16094.00,12,67,1041.83
16096.00,265,12,320.62
16097.00,241,10,185.05
16098.00,88,55,1575.03
16099.00,51,39,731.90
16101.00,10,83,1245.96
16102.00,43,57,1842.14
16103.00,8,48,1429.64
16104.00,62,29,302.36
16105.00,249,13,336.96
16106.00,66,6,108.38
16107.00,18,31,3204.16
16108.00,85,49,816.10
16109.00,219,18,611.88
16110.00,46,354,1337.48
16112.00,144,16,195.74
16113.00,184,30,161.38
16114.00,171,8,135.75
16115.00,10,284,1667.97
16116.00,206,35,592.88
16117.00,190,30,232.21
16119.00,9,16,423.36
16120.00,60,32,1294.14
16121.00,58,212,867.11
16122.00,74,28,578.70
16123.00,52,16,307.78
16124.00,317,16,187.15
16126.00,30,117,6287.77
16127.00,40,40,656.25
16128.00,18,89,1880.22
16131.00,52,78,3506.54
16133.00,4,364,14305.66
16134.00,22,38,603.69
16135.00,263,21,517.55
16136.00,60,37,709.38
16139.00,19,31,635.41
16140.00,53,30,579.63
16141.00,89,30,620.40
16142.00,250,37,535.34
16143.00,4,102,2064.09
16144.00,247,1,175.20
16145.00,9,237,3741.98
16146.00,158,29,734.13
16147.00,134,22,375.00
16148.00,297,1,76.32
16149.00,5,18,280.52
16150.00,39,114,1512.65
16152.00,269,29,1829.04
16153.00,50,89,1824.23
16156.00,9,139,3024.62
16157.00,16,19,644.24
16159.00,282,14,348.20
16160.00,65,22,1009.45
16161.00,2,486,5227.77
16162.00,253,2,37.40
16163.00,226,2,0.00
16164.00,18,35,802.53
16168.00,11,96,3494.80
16169.00,9,85,1822.97
16170.00,51,127,1880.42
16171.00,60,3,73.20
16172.00,96,69,1140.21
16173.00,16,87,1406.57
16174.00,127,23,1009.55
16175.00,95,58,1037.59
16177.00,51,15,331.95
16178.00,139,8,197.90
16179.00,61,11,215.83
16180.00,101,176,10217.48
16181.00,74,11,305.54
16182.00,73,28,6617.65
16183.00,68,15,338.71
16184.00,65,46,1155.54
16185.00,17,31,529.41
16186.00,23,199,3684.26
16187.00,32,297,6841.24
16188.00,45,67,981.86
16189.00,16,11,215.48
16190.00,41,6,215.08
16191.00,3,151,4913.32
16193.00,237,19,314.45
16198.00,76,15,400.68
16200.00,5,179,1080.62
16201.00,4,115,1821.52
16202.00,361,18,365.27
16203.00,59,25,418.45
16204.00,24,57,405.71
16205.00,31,98,761.38
16206.00,55,63,537.06
16207.00,26,19,394.38
16208.00,45,66,664.26
16209.00,89,46,2262.62
16210.00,2,98,16347.76
16211.00,82,24,542.77
16212.00,20,43,681.19
16213.00,79,6,159.00
16214.00,171,44,1062.75
16215.00,81,14,242.35
16216.00,268,37,914.93
16217.00,236,19,259.39
16218.00,30,62,2583.57
16221.00,37,85,698.12
16222.00,319,137,846.72
16224.00,58,96,1295.30
16225.00,45,134,1096.32
16226.00,204,8,255.12
16227.00,220,7,308.32
16229.00,88,47,1010.60
16230.00,190,35,542.03
16232.00,33,38,983.23
16233.00,72,23,274.73
16235.00,41,48,858.41
16236.00,79,20,432.20
16239.00,57,21,372.90
16240.00,9,142,3693.81
16241.00,10,648,2330.22
16242.00,9,295,3598.26
16243.00,34,51,409.10
16244.00,212,28,466.12
16245.00,24,93,1352.36
16247.00,171,16,114.56
16248.00,62,7,152.94
16249.00,53,69,1800.07
16250.00,262,10,163.30
16253.00,32,124,3665.62
16255.00,17,248,2235.05
16256.00,258,14,732.63
16257.00,177,2,46.95
16258.00,46,135,5203.51
16260.00,51,18,1035.45
16261.00,18,124,746.83
16262.00,361,3,-31.65
16265.00,10,260,5423.15
16266.00,74,61,861.89
16268.00,72,45,667.65
16270.00,354,54,1141.24
16271.00,3,134,1423.29
16272.00,117,25,411.70
16275.00,197,33,559.87
16276.00,177,6,810.60
16278.00,24,25,537.83
16279.00,22,109,1496.68
16281.00,73,17,2062.06
16282.00,340,11,168.30
16283.00,6,168,1531.51
16284.00,32,109,823.97
16287.00,170,8,142.50
16292.00,118,19,280.90
16293.00,9,104,1857.99
16295.00,10,79,1328.55
16297.00,213,23,275.40
16298.00,23,27,598.20
16302.00,108,12,212.82
16303.00,26,167,5305.83
16305.00,139,22,361.22
16306.00,214,42,534.17
16308.00,38,4,2560.00
16309.00,92,44,686.67
16311.00,18,37,616.26
16313.00,4,16,274.15
16315.00,331,14,226.37
16316.00,65,156,2755.56
16317.00,120,69,1341.65
16318.00,36,19,328.15
16319.00,218,3,404.40
16320.00,173,56,1038.46
16321.00,73,16,230.70
16322.00,2,37,326.75
16323.00,197,1,207.50
16324.00,129,118,428.68
16325.00,45,20,510.54
16326.00,6,320,3085.96
16327.00,15,253,3308.62
16330.00,18,41,242.21
16332.00,29,154,1583.20
16333.00,8,45,26626.80
16337.00,37,10,151.05
16338.00,158,11,214.80
16339.00,285,20,109.95
16340.00,108,153,549.07
16341.00,25,84,1959.38
16342.00,76,15,322.41
16343.00,17,47,370.48
16344.00,159,2,101.10
16345.00,45,38,575.41
16347.00,12,92,887.65
16348.00,33,235,1469.45
16349.00,291,9,53.50
16350.00,22,57,1116.47
16351.00,333,8,153.90
16352.00,18,28,494.44
16353.00,4,93,6471.71
16354.00,64,39,395.80
16356.00,198,32,210.32
16357.00,34,34,658.88
16358.00,2,110,2024.95
16359.00,8,70,1460.37
16360.00,5,671,3411.69
16361.00,10,106,896.66
16362.00,33,90,652.07
16363.00,54,5,109.36
16364.00,12,53,707.04
16365.00,18,45,1400.56
16366.00,19,18,327.30
16367.00,38,130,804.49
16368.00,3,76,497.43
16369.00,19,118,1553.66
16370.00,83,228,1320.56
16372.00,34,97,367.93
16374.00,67,111,473.03
16376.00,9,128,977.52
16377.00,268,5,676.20
16378.00,248,23,362.95
16379.00,5,109,2131.90
16380.00,62,32,1780.59
16383.00,75,102,668.36
16384.00,90,33,584.50
16385.00,61,38,407.66
16386.00,29,88,317.20
16387.00,323,4,94.36
16389.00,54,35,1362.27
16392.00,270,45,221.19
16393.00,3,348,2756.25
16394.00,51,100,1412.06
16395.00,61,210,1486.90
16398.00,145,86,1631.15
16399.00,20,73,408.57
16400.00,95,29,303.93
16401.00,2,198,4061.24
16402.00,265,3,87.80
16403.00,303,15,161.05
16404.00,71,23,443.05
16405.00,303,5,167.25
16406.00,19,62,163.07
16407.00,13,172,2126.93
16409.00,37,232,2028.88
16411.00,20,24,83.15
16412.00,54,35,151.83
16413.00,57,31,262.20
16414.00,22,7,126.25
16415.00,45,54,210.35
16416.00,27,73,1026.99
16418.00,45,102,675.27
16419.00,113,52,959.48
16422.00,18,386,32137.49
16423.00,25,18,346.12
16424.00,192,6,82.56
16425.00,303,21,302.70
16426.00,3,372,1908.25
16427.00,264,9,241.06
16428.00,82,1,-2.95
16429.00,107,2,284.55
16430.00,58,6,300.85
16431.00,214,83,642.81
16432.00,65,8,287.40
16433.00,29,17,184.26
16434.00,30,109,1522.25
16438.00,6,132,798.35
16440.00,8,282,3640.67
16441.00,68,24,381.20
16442.00,2,174,616.79
16444.00,47,86,638.77
16445.00,34,63,230.51
16446.00,1,4,2.90
16447.00,136,36,259.01
16448.00,199,20,188.89
16449.00,191,43,674.69
16450.00,150,11,311.92
16451.00,88,14,266.97
16454.00,45,3,-8.15
16455.00,64,80,1459.88
16456.00,100,95,1370.97
16457.00,219,9,208.36
16458.00,3,202,3482.74
16460.00,29,135,814.72
16461.00,178,33,151.42
16462.00,65,4,102.00
16463.00,22,85,1383.70
16464.00,20,236,1314.68
16466.00,34,148,1603.46
16468.00,75,2,74.90
16469.00,24,182,650.43
16470.00,52,171,757.44
16471.00,275,13,223.95
16473.00,165,19,314.86
16474.00,8,368,1811.47
16475.00,89,28,544.30
16477.00,64,132,2268.81
16478.00,26,17,331.00
16479.00,11,35,300.83
16480.00,76,53,769.29
16482.00,16,18,220.62
16483.00,193,19,139.35
16484.00,174,26,379.40
16485.00,78,42,363.65
16488.00,34,31,492.20
16491.00,47,39,731.50
16493.00,73,62,1329.66
16494.00,297,50,826.53
16495.00,4,97,684.41
16496.00,9,97,1562.22
16497.00,50,136,2965.69
16498.00,162,16,86.12
16499.00,361,21,337.00
16500.00,5,11,400.86
16503.00,107,86,1421.43
16504.00,26,86,484.38
16505.00,32,4,777.60
16506.00,20,3,90.30
16509.00,297,13,363.70
16511.00,22,169,950.26
16513.00,5,35,874.59
16515.00,53,113,1627.13
16516.00,31,6,101.70
16517.00,278,17,162.70
16518.00,62,42,480.92
16519.00,26,8,111.38
16520.00,187,97,710.86
16523.00,2,298,9295.67
16525.00,3,191,11484.13
16526.00,172,15,290.36
16527.00,82,14,228.06
16528.00,4,17,244.41
16529.00,191,30,455.25
16531.00,23,77,1244.59
16532.00,18,4,6748.80
16533.00,20,181,1026.94
16535.00,6,31,593.75
16536.00,108,56,539.02
16539.00,3,24,946.46
16542.00,54,5,119.62
16545.00,165,3,339.30
16546.00,291,19,487.75
16549.00,11,981,4154.64
16550.00,109,210,1720.64
16551.00,96,32,922.12
16552.00,243,12,284.44
16553.00,164,85,5668.82
16554.00,4,74,641.55
16555.00,36,17,285.89
16556.00,67,207,3313.79
16557.00,25,11,281.85
16558.00,1,447,7687.64
16560.00,22,57,816.51
16561.00,6,31,511.12
16563.00,54,19,1077.74
16565.00,365,3,173.70
16566.00,16,19,614.01
16567.00,195,35,865.60
16569.00,4,5,124.20
16570.00,9,133,3622.95
16571.00,4,106,1285.22
16572.00,128,58,999.70
16573.00,74,46,648.41
16574.00,72,28,451.44
16581.00,156,11,70.44
16582.00,114,6,313.62
16584.00,81,31,908.03
16586.00,249,8,463.95
16587.00,233,13,225.15
16589.00,72,33,459.24
16591.00,69,10,213.50
16592.00,5,222,4073.28
16593.00,51,27,330.03
16594.00,76,53,181.09
16595.00,62,85,360.16
16596.00,16,6,129.50
16597.00,5,7,90.04
16598.00,278,11,140.70
16600.00,5,62,813.52
16601.00,41,31,244.80
16602.00,32,32,494.73
16603.00,75,34,482.47
16607.00,18,174,3038.67
16609.00,16,280,5450.96
16610.00,220,6,75.66
16611.00,187,11,120.99
16612.00,33,66,1187.66
16613.00,71,30,618.59
16614.00,183,26,506.19
16616.00,16,33,500.42
16617.00,236,5,151.85
16618.00,32,97,2630.64
16619.00,254,16,204.41
16620.00,4,9,178.96
16621.00,52,29,813.48
16623.00,246,5,129.45
16624.00,81,48,810.57
16625.00,275,23,333.08
16626.00,1,184,4379.65
16627.00,80,20,322.80
16628.00,30,119,2183.04
16629.00,74,64,417.73
16633.00,18,153,2878.15
16634.00,223,1,53.10
16637.00,33,72,1124.59
16638.00,23,93,1626.07
16639.00,26,52,1169.38
16641.00,106,12,231.10
16642.00,5,35,679.83
16643.00,246,27,487.51
16644.00,178,62,833.78
16647.00,170,14,214.06
